CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Number of Sites Reporting Min-Max,Number of Sites Reporting Z-score,Year,Month,Day,Day of Week
14,14,2022-01-04,95,2,4,02-020-0018,4,0.6000000000000001,0.9687821396813253,2022,1,4,1
38,38,2022-05-18,40,0,2,55-027-0001,1,0.0,-0.7549132547660471,2022,5,18,2
324,324,2022-03-27,44,0,2,49-011-0004,3,0.4000000000000001,0.39421700819886785,2022,3,27,6
34,34,2022-02-06,,0,2,22-047-0012,6,1.0000000000000002,2.1179124026462404,2022,2,6,6
212,212,2022-08-18,31,0,2,36-109-9991,1,0.0,-0.7549132547660471,2022,8,18,3
244,244,2022-03-08,24,0,6,12-023-0002,1,0.0,-0.7549132547660471,2022,3,8,1
87,87,2022-01-01,48,0,4,33-009-0010,2,0.2,-0.18034812328358962,2022,1,1,5
123,123,2022-09-10,30,0,2,38-007-0002,1,0.0,-0.7549132547660471,2022,9,10,5
60,60,2022-06-30,39,0,2,48-061-1023,3,0.4000000000000001,0.39421700819886785,2022,6,30,3
165,165,2022-07-02,54,2,6,18-003-0002,2,0.2,-0.18034812328358962,2022,7,2,5
234,234,2022-08-09,29,0,2,37-107-0004,1,0.0,-0.7549132547660471,2022,8,9,1
293,293,2022-06-04,26,0,2,30-063-0024,3,0.4000000000000001,0.39421700819886785,2022,6,4,5
214,214,2022-05-25,20,0,4,47-113-0010,1,0.0,-0.7549132547660471,2022,5,25,2
449,449,2022-07-21,90,2,2,34-021-0005,3,0.4000000000000001,0.39421700819886785,2022,7,21,3
473,474,2022-01-24,29,0,2,39-047-9991,1,0.0,-0.7549132547660471,2022,1,24,0
472,472,2022-01-14,39,0,4,13-153-0001,1,0.0,-0.7549132547660471,2022,1,14,4
142,141,2022-07-05,15,0,4,53-037-0002,1,0.0,-0.7549132547660471,2022,7,5,1
191,191,2022-08-04,49,0,4,42-043-0401,3,0.4000000000000001,0.39421700819886785,2022,8,4,3
373,373,2022-02-25,60,2,4,06-071-8001,6,1.0000000000000002,2.1179124026462404,2022,2,25,4
172,172,2022-01-07,51,2,3,56-005-0017,6,1.0000000000000002,2.1179124026462404,2022,1,7,4
308,308,2022-07-26,27,0,4,19-139-0019,2,0.2,-0.18034812328358962,2022,7,26,1
427,432,2022-02-04,35,0,6,29-077-0036,1,0.0,-0.7549132547660471,2022,2,4,4
132,132,2022-02-05,29,0,4,48-323-0004,1,0.0,-0.7549132547660471,2022,2,5,5
72,67,2022-07-28,9,0,3,08-043-0003,1,0.0,-0.7549132547660471,2022,7,28,3
27,27,2022-08-22,31,0,2,23-011-2001,1,0.0,-0.7549132547660471,2022,8,22,0
419,424,2022-05-05,36,0,2,21-199-0003,1,0.0,-0.7549132547660471,2022,5,5,3
399,404,2022-04-11,37,0,2,06-087-0007,1,0.0,-0.7549132547660471,2022,4,11,0
405,410,2022-08-28,12,0,4,31-157-0004,1,0.0,-0.7549132547660471,2022,8,28,6
7,7,2022-07-21,52,2,4,36-001-0005,3,0.4000000000000001,0.39421700819886785,2022,7,21,3
98,98,2022-09-26,33,0,6,45-079-0007,2,0.2,-0.18034812328358962,2022,9,26,0
98,98,2022-05-23,41,0,4,45-063-0008,5,0.8,1.5433472711637828,2022,5,23,0
130,130,2022-03-28,44,0,6,37-145-0003,2,0.2,-0.18034812328358962,2022,3,28,0
363,363,2022-08-23,39,0,2,17-001-0007,1,0.0,-0.7549132547660471,2022,8,23,1
60,60,2022-05-27,59,2,6,48-061-0006,3,0.4000000000000001,0.39421700819886785,2022,5,27,4
319,319,2022-05-13,32,0,3,04-023-0004,1,0.0,-0.7549132547660471,2022,5,13,4
472,472,2022-04-08,23,0,4,13-153-0001,1,0.0,-0.7549132547660471,2022,4,8,4
355,355,2022-02-14,,0,3,39-145-0022,3,0.4000000000000001,0.39421700819886785,2022,2,14,0
183,183,2022-01-19,16,0,4,37-147-0006,1,0.0,-0.7549132547660471,2022,1,19,2
377,377,2022-04-11,44,0,2,27-109-5008,1,0.0,-0.7549132547660471,2022,4,11,0
132,132,2022-04-21,58,2,4,48-323-0004,1,0.0,-0.7549132547660471,2022,4,21,3
255,255,2022-08-05,29,0,4,42-075-0101,1,0.0,-0.7549132547660471,2022,8,5,4
333,333,2022-02-08,31,0,4,21-145-1024,1,0.0,-0.7549132547660471,2022,2,8,1
26,26,2022-08-15,42,0,4,13-245-0091,4,0.6000000000000001,0.9687821396813253,2022,8,15,0
46,46,2022-03-11,45,0,2,06-027-0101,6,1.0000000000000002,2.1179124026462404,2022,3,11,4
113,113,2022-06-11,46,0,2,01-003-0010,1,0.0,-0.7549132547660471,2022,6,11,5
83,83,2022-06-08,19,0,4,56-021-0100,1,0.0,-0.7549132547660471,2022,6,8,2
334,334,2022-02-05,19,0,3,32-023-0015,4,0.6000000000000001,0.9687821396813253,2022,2,5,5
440,440,2022-06-29,64,2,2,12-057-1035,6,1.0000000000000002,2.1179124026462404,2022,6,29,2
345,345,2022-09-01,19,0,3,42-007-0014,4,0.6000000000000001,0.9687821396813253,2022,9,1,3
487,487,2022-06-17,58,2,2,39-027-1002,1,0.0,-0.7549132547660471,2022,6,17,4
421,426,2022-04-07,42,0,2,06-109-0005,1,0.0,-0.7549132547660471,2022,4,7,3
170,170,2022-04-13,15,0,4,32-005-0007,1,0.0,-0.7549132547660471,2022,4,13,2
350,350,2022-05-29,16,0,4,72-113-0004,1,0.0,-0.7549132547660471,2022,5,29,6
299,299,2022-07-13,28,0,2,37-031-9991,1,0.0,-0.7549132547660471,2022,7,13,2
464,464,2022-08-23,47,0,2,18-083-9991,1,0.0,-0.7549132547660471,2022,8,23,1
474,473,2022-03-05,44,0,2,51-061-0002,6,1.0000000000000002,2.1179124026462404,2022,3,5,5
487,487,2022-08-31,38,0,2,39-027-1002,1,0.0,-0.7549132547660471,2022,8,31,2
489,489,2022-03-22,51,2,2,37-067-0030,4,0.6000000000000001,0.9687821396813253,2022,3,22,1
467,467,2022-05-08,43,0,2,51-650-0008,5,0.8,1.5433472711637828,2022,5,8,6
302,302,2022-01-08,0,0,4,16-057-0005,1,0.0,-0.7549132547660471,2022,1,8,5
319,319,2022-04-09,42,0,3,04-023-0004,1,0.0,-0.7549132547660471,2022,4,9,5
440,440,2022-04-18,39,0,2,12-057-1065,6,1.0000000000000002,2.1179124026462404,2022,4,18,0
164,164,2022-05-07,39,0,2,40-135-9021,1,0.0,-0.7549132547660471,2022,5,7,5
488,488,2022-06-06,48,0,2,51-069-0010,1,0.0,-0.7549132547660471,2022,6,6,0
52,52,2022-05-01,46,0,2,25-021-3003,6,1.0000000000000002,2.1179124026462404,2022,5,1,6
249,249,2022-03-24,44,0,2,56-001-9991,6,1.0000000000000002,2.1179124026462404,2022,3,24,3
428,433,2022-06-11,49,0,2,39-023-0001,3,0.4000000000000001,0.39421700819886785,2022,6,11,5
61,61,2022-01-18,40,0,4,13-127-0006,1,0.0,-0.7549132547660471,2022,1,18,1
314,314,2022-03-25,28,0,2,42-073-0015,1,0.0,-0.7549132547660471,2022,3,25,4
333,333,2022-01-30,40,0,4,21-145-1024,1,0.0,-0.7549132547660471,2022,1,30,6
185,185,2022-07-22,34,0,6,72-057-0012,1,0.0,-0.7549132547660471,2022,7,22,4
171,171,2022-05-01,51,2,4,42-001-0001,2,0.2,-0.18034812328358962,2022,5,1,6
28,28,2022-03-02,74,2,2,48-453-0020,4,0.6000000000000001,0.9687821396813253,2022,3,2,2
257,257,2022-06-29,41,0,2,23-001-0014,2,0.2,-0.18034812328358962,2022,6,29,2
92,92,2022-03-16,85,2,6,39-035-0038,6,1.0000000000000002,2.1179124026462404,2022,3,16,2
431,389,2022-05-18,51,2,2,29-003-0001,2,0.2,-0.18034812328358962,2022,5,18,2
265,265,2022-05-05,,4,2,06-037-9033,6,1.0000000000000002,2.1179124026462404,2022,5,5,3
368,368,2022-04-04,44,0,2,06-103-0007,2,0.2,-0.18034812328358962,2022,4,4,0
463,463,2022-03-10,39,0,2,48-469-0003,1,0.0,-0.7549132547660471,2022,3,10,3
262,262,2022-05-20,37,0,6,49-005-0007,2,0.2,-0.18034812328358962,2022,5,20,4
120,120,2022-02-10,47,0,2,08-059-0014,6,1.0000000000000002,2.1179124026462404,2022,2,10,3
175,175,2022-03-30,45,0,2,08-077-0020,2,0.2,-0.18034812328358962,2022,3,30,2
44,44,2022-01-31,23,0,4,30-111-0087,1,0.0,-0.7549132547660471,2022,1,31,0
367,367,2022-01-22,35,0,4,42-011-0011,1,0.0,-0.7549132547660471,2022,1,22,5
451,451,2022-06-26,61,2,2,04-019-1030,6,1.0000000000000002,2.1179124026462404,2022,6,26,6
100,100,2022-05-23,37,0,2,18-005-0007,2,0.2,-0.18034812328358962,2022,5,23,0
432,390,2022-02-21,40,0,6,29-510-0093,6,1.0000000000000002,2.1179124026462404,2022,2,21,0
309,309,2022-06-17,42,0,2,26-121-0039,1,0.0,-0.7549132547660471,2022,6,17,4
492,492,2022-06-23,41,0,2,42-133-0011,2,0.2,-0.18034812328358962,2022,6,23,3
5,5,2022-03-24,30,0,6,13-095-0007,1,0.0,-0.7549132547660471,2022,3,24,3
472,472,2022-05-24,40,0,4,13-153-0001,1,0.0,-0.7549132547660471,2022,5,24,1
195,195,2022-08-03,28,0,4,28-035-0004,1,0.0,-0.7549132547660471,2022,8,3,2
438,438,2022-09-26,29,0,2,36-067-1015,2,0.2,-0.18034812328358962,2022,9,26,0
255,255,2022-07-04,48,0,4,42-075-0101,1,0.0,-0.7549132547660471,2022,7,4,0
74,74,2022-04-09,44,0,2,19-113-0040,2,0.2,-0.18034812328358962,2022,4,9,5
277,277,2022-01-19,32,0,2,48-203-0002,1,0.0,-0.7549132547660471,2022,1,19,2
294,294,2022-04-16,28,0,2,01-097-0003,1,0.0,-0.7549132547660471,2022,4,16,5
136,136,2022-06-07,58,2,2,06-025-1003,5,0.8,1.5433472711637828,2022,6,7,1
299,299,2022-08-04,27,0,2,37-031-9991,1,0.0,-0.7549132547660471,2022,8,4,3
378,378,2022-09-15,21,0,2,36-117-3001,3,0.4000000000000001,0.39421700819886785,2022,9,15,3
471,471,2022-08-05,37,0,2,53-013-9991,1,0.0,-0.7549132547660471,2022,8,5,4
381,380,2022-05-13,27,0,2,23-013-0004,1,0.0,-0.7549132547660471,2022,5,13,4
440,440,2022-06-05,34,0,2,12-057-1035,6,1.0000000000000002,2.1179124026462404,2022,6,5,6
224,224,2022-02-10,8,0,4,15-009-0025,1,0.0,-0.7549132547660471,2022,2,10,3
232,232,2022-03-14,46,0,2,47-163-2003,3,0.4000000000000001,0.39421700819886785,2022,3,14,0
260,260,2022-09-03,28,0,2,31-109-0016,1,0.0,-0.7549132547660471,2022,9,3,5
175,175,2022-07-28,39,0,2,08-077-0020,2,0.2,-0.18034812328358962,2022,7,28,3
285,285,2022-07-01,20,0,2,28-075-0003,1,0.0,-0.7549132547660471,2022,7,1,4
172,172,2022-02-05,58,2,3,56-005-0826,6,1.0000000000000002,2.1179124026462404,2022,2,5,5
158,158,2022-01-30,60,2,4,26-049-0021,1,0.0,-0.7549132547660471,2022,1,30,6
146,146,2022-03-17,28,0,2,06-023-1004,1,0.0,-0.7549132547660471,2022,3,17,3
11,11,2022-04-23,50,0,2,42-013-0801,1,0.0,-0.7549132547660471,2022,4,23,5
478,478,2022-04-05,41,0,2,36-045-0002,1,0.0,-0.7549132547660471,2022,4,5,1
458,458,2022-05-02,24,0,4,36-065-2001,1,0.0,-0.7549132547660471,2022,5,2,0
393,398,2022-04-04,58,2,2,06-073-1006,6,1.0000000000000002,2.1179124026462404,2022,4,4,0
479,479,2022-05-25,30,0,2,55-073-0012,1,0.0,-0.7549132547660471,2022,5,25,2
322,322,2022-06-14,48,0,4,12-083-0003,2,0.2,-0.18034812328358962,2022,6,14,1
327,327,2022-09-29,39,0,2,31-055-0019,6,1.0000000000000002,2.1179124026462404,2022,9,29,3
458,458,2022-01-11,47,0,4,36-065-2001,1,0.0,-0.7549132547660471,2022,1,11,1
205,205,2022-05-02,54,2,4,48-201-1052,6,1.0000000000000002,2.1179124026462404,2022,5,2,0
391,396,2022-09-12,105,4,2,49-035-3014,6,1.0000000000000002,2.1179124026462404,2022,9,12,0
407,412,2022-06-16,38,0,2,53-053-0012,6,1.0000000000000002,2.1179124026462404,2022,6,16,3
25,25,2022-04-14,41,0,4,34-001-1006,2,0.2,-0.18034812328358962,2022,4,14,3
250,250,2022-04-13,67,2,4,48-479-0313,1,0.0,-0.7549132547660471,2022,4,13,2
397,403,2022-06-07,87,2,2,06-079-8005,6,1.0000000000000002,2.1179124026462404,2022,6,7,1
116,116,2022-06-02,40,0,4,01-103-0011,1,0.0,-0.7549132547660471,2022,6,2,3
338,338,2022-04-17,34,0,2,54-107-1002,1,0.0,-0.7549132547660471,2022,4,17,6
451,451,2022-03-10,60,2,3,04-019-0020,6,1.0000000000000002,2.1179124026462404,2022,3,10,3
154,154,2022-07-22,43,0,2,37-051-0010,1,0.0,-0.7549132547660471,2022,7,22,4
140,139,2022-01-14,52,2,4,18-039-0008,2,0.2,-0.18034812328358962,2022,1,14,4
428,433,2022-05-05,34,0,4,39-023-0005,3,0.4000000000000001,0.39421700819886785,2022,5,5,3
403,408,2022-06-18,45,0,4,13-051-1002,1,0.0,-0.7549132547660471,2022,6,18,5
309,309,2022-04-16,31,0,2,26-121-0039,1,0.0,-0.7549132547660471,2022,4,16,5
268,268,2022-06-10,51,2,2,26-105-0007,1,0.0,-0.7549132547660471,2022,6,10,4
143,143,2022-04-07,32,0,2,42-049-0003,1,0.0,-0.7549132547660471,2022,4,7,3
244,244,2022-05-17,45,0,6,12-023-0002,1,0.0,-0.7549132547660471,2022,5,17,1
46,46,2022-05-30,48,0,2,06-027-0002,6,1.0000000000000002,2.1179124026462404,2022,5,30,0
288,288,2022-01-24,34,0,2,18-091-0005,2,0.2,-0.18034812328358962,2022,1,24,0
464,464,2022-01-23,31,0,2,18-083-9991,1,0.0,-0.7549132547660471,2022,1,23,6
143,143,2022-10-16,20,0,1,42-049-0003,1,0.0,-0.7549132547660471,2022,10,16,6
212,212,2022-08-24,34,0,2,36-109-9991,1,0.0,-0.7549132547660471,2022,8,24,2
360,360,2022-05-27,45,0,2,49-049-4001,2,0.2,-0.18034812328358962,2022,5,27,4
212,212,2022-07-28,39,0,2,36-109-9991,1,0.0,-0.7549132547660471,2022,7,28,3
61,61,2022-03-02,,2,4,13-127-0006,1,0.0,-0.7549132547660471,2022,3,2,2
80,80,2022-06-02,74,2,2,37-119-0046,6,1.0000000000000002,2.1179124026462404,2022,6,2,3
306,306,2022-06-07,24,0,2,53-057-0011,2,0.2,-0.18034812328358962,2022,6,7,1
319,319,2022-03-19,47,0,4,04-023-0004,1,0.0,-0.7549132547660471,2022,3,19,5
412,417,2022-01-31,8,0,4,53-045-0007,1,0.0,-0.7549132547660471,2022,1,31,0
237,237,2022-06-24,105,4,2,18-067-0004,1,0.0,-0.7549132547660471,2022,6,24,4
342,342,2022-07-31,48,0,2,34-015-0002,6,1.0000000000000002,2.1179124026462404,2022,7,31,6
306,306,2022-02-08,32,0,2,53-057-0011,2,0.2,-0.18034812328358962,2022,2,8,1
221,221,2022-06-18,36,0,2,42-021-0011,1,0.0,-0.7549132547660471,2022,6,18,5
248,248,2022-06-26,44,0,2,26-037-0002,2,0.2,-0.18034812328358962,2022,6,26,6
280,280,2022-05-07,40,0,6,40-121-0415,1,0.0,-0.7549132547660471,2022,5,7,5
403,408,2022-03-05,59,2,4,13-051-1002,2,0.2,-0.18034812328358962,2022,3,5,5
379,381,2022-05-29,84,2,2,56-037-0200,6,1.0000000000000002,2.1179124026462404,2022,5,29,6
18,18,2022-02-06,35,0,2,05-019-9991,1,0.0,-0.7549132547660471,2022,2,6,6
314,314,2022-03-27,35,0,2,42-073-0015,1,0.0,-0.7549132547660471,2022,3,27,6
14,14,2022-04-25,26,0,3,02-020-0045,4,0.6000000000000001,0.9687821396813253,2022,4,25,0
7,7,2022-03-26,31,0,2,36-091-0004,3,0.4000000000000001,0.39421700819886785,2022,3,26,5
300,300,2022-06-04,51,2,2,54-061-0003,1,0.0,-0.7549132547660471,2022,6,4,5
131,131,2022-03-10,27,0,4,47-045-0004,1,0.0,-0.7549132547660471,2022,3,10,3
407,412,2022-04-21,45,0,2,53-053-0012,6,1.0000000000000002,2.1179124026462404,2022,4,21,3
53,53,2022-08-23,71,2,2,08-013-0014,2,0.2,-0.18034812328358962,2022,8,23,1
345,345,2022-04-09,31,0,6,42-007-0005,6,1.0000000000000002,2.1179124026462404,2022,4,9,5
38,38,2022-06-24,87,2,2,55-027-0001,1,0.0,-0.7549132547660471,2022,6,24,4
305,305,2022-08-10,27,0,6,39-083-0003,1,0.0,-0.7549132547660471,2022,8,10,2
63,63,2022-02-27,45,0,2,50-007-0007,2,0.2,-0.18034812328358962,2022,2,27,6
261,261,2022-06-13,84,2,4,05-119-0007,2,0.2,-0.18034812328358962,2022,6,13,0
38,38,2022-04-02,41,0,4,55-027-0001,1,0.0,-0.7549132547660471,2022,4,2,5
256,256,2022-09-21,35,0,4,16-069-0013,1,0.0,-0.7549132547660471,2022,9,21,2
144,144,2022-08-23,37,0,2,35-039-0026,1,0.0,-0.7549132547660471,2022,8,23,1
11,11,2022-01-24,51,2,4,42-013-0801,1,0.0,-0.7549132547660471,2022,1,24,0
408,413,2022-01-23,29,0,2,12-061-9991,1,0.0,-0.7549132547660471,2022,1,23,6
268,268,2022-04-04,28,0,2,26-105-0007,1,0.0,-0.7549132547660471,2022,4,4,0
130,130,2022-01-30,28,0,4,37-063-0015,1,0.0,-0.7549132547660471,2022,1,30,6
262,262,2022-02-19,38,0,4,49-005-0007,2,0.2,-0.18034812328358962,2022,2,19,5
58,58,2022-01-18,13,0,4,09-001-1123,3,0.4000000000000001,0.39421700819886785,2022,1,18,1
406,411,2022-07-08,35,0,4,42-069-2006,2,0.2,-0.18034812328358962,2022,7,8,4
470,470,2022-04-12,51,2,4,48-309-1037,1,0.0,-0.7549132547660471,2022,4,12,1
354,353,2022-04-26,34,0,2,41-051-0080,6,1.0000000000000002,2.1179124026462404,2022,4,26,1
25,25,2022-01-09,31,0,2,34-001-0006,1,0.0,-0.7549132547660471,2022,1,9,6
473,474,2022-04-25,33,0,2,39-047-9991,1,0.0,-0.7549132547660471,2022,4,25,0
325,325,2022-04-05,50,0,2,40-109-1037,6,1.0000000000000002,2.1179124026462404,2022,4,5,1
258,258,2022-04-18,34,0,2,21-113-0001,2,0.2,-0.18034812328358962,2022,4,18,0
220,220,2022-04-28,43,0,2,29-027-0002,1,0.0,-0.7549132547660471,2022,4,28,3
329,329,2022-02-10,22,0,4,53-001-0003,1,0.0,-0.7549132547660471,2022,2,10,3
423,428,2022-09-26,32,0,4,45-083-0011,1,0.0,-0.7549132547660471,2022,9,26,0
362,362,2022-05-02,12,0,4,53-075-0006,3,0.4000000000000001,0.39421700819886785,2022,5,2,0
386,386,2022-01-22,72,2,4,06-067-0006,6,1.0000000000000002,2.1179124026462404,2022,1,22,5
372,372,2022-08-31,5,0,0,51-760-0025,2,0.2,-0.18034812328358962,2022,8,31,2
23,23,2022-02-02,63,2,4,13-059-0002,1,0.0,-0.7549132547660471,2022,2,2,2
393,398,2022-09-18,38,0,4,06-073-0077,1,0.0,-0.7549132547660471,2022,9,18,6
220,220,2022-04-25,38,0,2,29-027-0002,1,0.0,-0.7549132547660471,2022,4,25,0
10,10,2022-06-24,48,0,2,42-095-0025,3,0.4000000000000001,0.39421700819886785,2022,6,24,4
136,136,2022-03-25,87,2,2,06-025-1003,6,1.0000000000000002,2.1179124026462404,2022,3,25,4
76,76,2022-04-17,34,0,6,42-055-0001,1,0.0,-0.7549132547660471,2022,4,17,6
259,259,2022-02-07,57,2,4,39-003-0009,1,0.0,-0.7549132547660471,2022,2,7,0
430,388,2022-05-09,67,2,4,49-053-0007,2,0.2,-0.18034812328358962,2022,5,9,0
332,332,2022-04-29,71,2,2,06-111-2002,5,0.8,1.5433472711637828,2022,4,29,4
3,3,2022-02-01,72,2,6,26-091-0007,1,0.0,-0.7549132547660471,2022,2,1,1
270,270,2022-02-01,68,2,4,13-021-0012,2,0.2,-0.18034812328358962,2022,2,1,1
405,410,2022-03-25,11,0,4,31-157-0004,1,0.0,-0.7549132547660471,2022,3,25,4
30,30,2022-05-06,46,0,2,24-025-9001,6,1.0000000000000002,2.1179124026462404,2022,5,6,4
194,194,2022-05-18,44,0,2,09-013-1001,4,0.6000000000000001,0.9687821396813253,2022,5,18,2
17,17,2022-09-23,105,4,2,40-085-0300,2,0.2,-0.18034812328358962,2022,9,23,4
141,140,2022-02-27,8,0,3,32-007-0005,1,0.0,-0.7549132547660471,2022,2,27,6
243,243,2022-08-17,34,0,2,22-019-0002,3,0.4000000000000001,0.39421700819886785,2022,8,17,2
174,174,2022-03-07,18,0,4,31-079-0005,1,0.0,-0.7549132547660471,2022,3,7,0
343,343,2022-08-19,64,2,2,04-013-9997,3,0.4000000000000001,0.39421700819886785,2022,8,19,4
130,130,2022-06-28,48,0,2,37-063-0015,2,0.2,-0.18034812328358962,2022,6,28,1
479,479,2022-07-31,35,0,2,55-073-0012,1,0.0,-0.7549132547660471,2022,7,31,6
353,352,2022-03-19,39,0,2,23-005-2003,4,0.6000000000000001,0.9687821396813253,2022,3,19,5
471,471,2022-01-29,48,0,4,53-013-0002,4,0.6000000000000001,0.9687821396813253,2022,1,29,5
291,291,2022-03-21,42,0,2,27-139-0505,6,1.0000000000000002,2.1179124026462404,2022,3,21,0
24,24,2022-06-15,69,2,4,13-121-0055,6,1.0000000000000002,2.1179124026462404,2022,6,15,2
305,305,2022-08-27,,0,2,39-083-0003,1,0.0,-0.7549132547660471,2022,8,27,5
415,420,2022-09-18,61,2,4,22-015-0008,2,0.2,-0.18034812328358962,2022,9,18,6
13,13,2022-09-21,49,0,2,13-261-1001,1,0.0,-0.7549132547660471,2022,9,21,2
55,55,2022-04-05,15,0,4,30-031-0019,2,0.2,-0.18034812328358962,2022,4,5,1
209,209,2022-04-26,34,0,4,42-063-0004,1,0.0,-0.7549132547660471,2022,4,26,1
309,309,2022-06-26,44,0,2,26-121-0039,1,0.0,-0.7549132547660471,2022,6,26,6
238,239,2022-06-12,,0,2,55-063-0012,1,0.0,-0.7549132547660471,2022,6,12,6
260,260,2022-08-27,36,0,2,31-109-0016,1,0.0,-0.7549132547660471,2022,8,27,5
232,232,2022-03-17,35,0,2,47-163-2003,3,0.4000000000000001,0.39421700819886785,2022,3,17,3
454,454,2022-06-07,40,0,4,01-125-0004,2,0.2,-0.18034812328358962,2022,6,7,1
146,146,2022-01-10,27,0,3,06-023-1004,1,0.0,-0.7549132547660471,2022,1,10,0
178,178,2022-04-05,11,0,4,30-013-0001,1,0.0,-0.7549132547660471,2022,4,5,1
286,286,2022-02-08,14,0,4,40-115-9004,2,0.2,-0.18034812328358962,2022,2,8,1
161,161,2022-08-07,58,2,2,08-069-0007,4,0.6000000000000001,0.9687821396813253,2022,8,7,6
49,49,2022-09-19,42,0,2,17-113-2003,1,0.0,-0.7549132547660471,2022,9,19,0
251,251,2022-07-09,100,2,2,35-013-0022,6,1.0000000000000002,2.1179124026462404,2022,7,9,5
311,311,2022-02-24,32,0,2,12-021-0004,1,0.0,-0.7549132547660471,2022,2,24,3
4,4,2022-01-02,6,0,4,39-153-0017,2,0.2,-0.18034812328358962,2022,1,2,6
405,410,2022-07-10,17,0,4,31-157-0004,1,0.0,-0.7549132547660471,2022,7,10,6
358,358,2022-03-20,9,0,4,41-013-0100,1,0.0,-0.7549132547660471,2022,3,20,6
349,349,2022-05-19,39,0,4,40-071-0604,1,0.0,-0.7549132547660471,2022,5,19,3
46,46,2022-03-18,45,0,2,06-027-0101,6,1.0000000000000002,2.1179124026462404,2022,3,18,4
441,441,2022-01-30,31,0,4,35-055-0005,1,0.0,-0.7549132547660471,2022,1,30,6
470,470,2022-05-03,42,0,4,48-309-1037,1,0.0,-0.7549132547660471,2022,5,3,1
48,48,2022-03-01,48,0,2,51-071-9992,1,0.0,-0.7549132547660471,2022,3,1,1
246,246,2022-01-23,38,0,4,12-105-6006,2,0.2,-0.18034812328358962,2022,1,23,6
293,293,2022-08-20,,2,4,30-063-0037,3,0.4000000000000001,0.39421700819886785,2022,8,20,5
380,379,2022-08-24,,0,6,17-201-2001,2,0.2,-0.18034812328358962,2022,8,24,2
436,436,2022-06-12,23,0,2,06-077-1003,1,0.0,-0.7549132547660471,2022,6,12,6
3,3,2022-05-09,50,0,2,26-091-0007,1,0.0,-0.7549132547660471,2022,5,9,0
243,243,2022-07-04,34,0,4,22-019-0008,3,0.4000000000000001,0.39421700819886785,2022,7,4,0
451,451,2022-08-09,21,0,3,04-019-0020,2,0.2,-0.18034812328358962,2022,8,9,1
11,11,2022-06-26,46,0,4,42-013-0801,1,0.0,-0.7549132547660471,2022,6,26,6
16,16,2022-06-01,38,0,2,55-087-0009,1,0.0,-0.7549132547660471,2022,6,1,2
146,146,2022-03-26,21,0,6,06-023-1004,1,0.0,-0.7549132547660471,2022,3,26,5
376,375,2022-01-31,,2,4,51-161-1004,1,0.0,-0.7549132547660471,2022,1,31,0
345,345,2022-03-13,44,0,2,42-125-5200,6,1.0000000000000002,2.1179124026462404,2022,3,13,6
298,298,2022-06-18,48,0,2,01-101-1002,2,0.2,-0.18034812328358962,2022,6,18,5
129,129,2022-02-25,46,0,2,08-067-7001,2,0.2,-0.18034812328358962,2022,2,25,4
310,310,2022-07-31,,0,2,45-051-0008,1,0.0,-0.7549132547660471,2022,7,31,6
223,223,2022-05-29,22,0,4,02-110-0004,1,0.0,-0.7549132547660471,2022,5,29,6
465,465,2022-03-30,42,0,2,34-011-0007,1,0.0,-0.7549132547660471,2022,3,30,2
492,492,2022-05-26,31,0,2,42-133-0011,2,0.2,-0.18034812328358962,2022,5,26,3
232,232,2022-03-06,49,0,4,47-163-1007,4,0.6000000000000001,0.9687821396813253,2022,3,6,6
294,294,2022-05-06,41,0,2,01-097-0003,2,0.2,-0.18034812328358962,2022,5,6,4
264,264,2022-02-08,43,0,4,53-015-0015,1,0.0,-0.7549132547660471,2022,2,8,1
310,310,2022-05-02,40,0,2,45-051-0008,1,0.0,-0.7549132547660471,2022,5,2,0
252,252,2022-06-28,71,2,2,32-003-0075,6,1.0000000000000002,2.1179124026462404,2022,6,28,1
353,352,2022-04-09,40,0,2,23-031-2002,4,0.6000000000000001,0.9687821396813253,2022,4,9,5
475,475,2022-01-15,34,0,4,19-013-0009,1,0.0,-0.7549132547660471,2022,1,15,5
123,123,2022-03-08,37,0,2,38-007-0002,1,0.0,-0.7549132547660471,2022,3,8,1
385,385,2022-06-12,38,0,2,50-021-0002,1,0.0,-0.7549132547660471,2022,6,12,6
280,280,2022-05-19,45,0,4,40-121-0415,1,0.0,-0.7549132547660471,2022,5,19,3
174,174,2022-09-13,30,0,4,31-079-0005,1,0.0,-0.7549132547660471,2022,9,13,1
427,432,2022-05-22,32,0,2,29-077-0036,2,0.2,-0.18034812328358962,2022,5,22,6
40,40,2022-03-14,29,0,4,27-007-2304,1,0.0,-0.7549132547660471,2022,3,14,0
473,474,2022-01-26,34,0,2,39-047-9991,1,0.0,-0.7549132547660471,2022,1,26,2
5,5,2022-06-22,58,2,4,13-095-0007,1,0.0,-0.7549132547660471,2022,6,22,2
65,65,2022-08-09,30,0,6,26-165-9991,1,0.0,-0.7549132547660471,2022,8,9,1
79,79,2022-08-17,36,0,6,45-019-0020,4,0.6000000000000001,0.9687821396813253,2022,8,17,2
485,485,2022-05-01,41,0,2,42-081-0100,2,0.2,-0.18034812328358962,2022,5,1,6
