CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Number of Sites Reporting Min-Max,Number of Sites Reporting Z-score,Year,Month,Day,Day of Week
431,389,2022-04-13,33,0,2,29-003-0001,2,0.2,-0.18034812328358962,2022,4,13,2
246,246,2022-02-11,50,0,4,12-105-6006,2,0.2,-0.18034812328358962,2022,2,11,4
433,391,2022-05-05,38,0,2,42-047-9991,1,0.0,-0.7549132547660471,2022,5,5,3
172,172,2022-04-16,98,2,3,56-005-2901,6,1.0000000000000002,2.1179124026462404,2022,4,16,5
47,47,2022-03-26,35,0,2,38-065-0002,2,0.2,-0.18034812328358962,2022,3,26,5
19,19,2022-02-12,50,0,4,37-021-0034,1,0.0,-0.7549132547660471,2022,2,12,5
103,103,2022-01-24,23,0,4,47-141-0005,1,0.0,-0.7549132547660471,2022,1,24,0
11,11,2022-04-19,??,0,6,42-013-0801,1,0.0,-0.7549132547660471,2022,4,19,1
231,231,2022-07-11,71,2,2,48-027-1047,2,0.2,-0.18034812328358962,2022,7,11,0
273,273,2022-06-20,41,0,2,33-011-5001,2,0.2,-0.18034812328358962,2022,6,20,0
209,209,2022-06-19,42,0,2,42-063-0004,1,0.0,-0.7549132547660471,2022,6,19,6
130,130,2022-05-13,27,0,2,37-063-0015,2,0.2,-0.18034812328358962,2022,5,13,4
411,416,2022-05-11,47,0,2,55-117-0009,2,0.2,-0.18034812328358962,2022,5,11,2
368,368,2022-04-15,43,0,2,06-103-0004,2,0.2,-0.18034812328358962,2022,4,15,4
468,468,2022-07-03,44,0,2,06-107-0009,2,0.2,-0.18034812328358962,2022,7,3,6
227,227,2022-03-03,74,2,4,20-091-0010,6,1.0000000000000002,2.1179124026462404,2022,3,3,3
483,483,2022-07-20,41,0,2,55-127-0006,1,0.0,-0.7549132547660471,2022,7,20,2
490,490,2022-06-27,43,0,4,25-027-0023,4,0.6000000000000001,0.9687821396813253,2022,6,27,0
178,178,2022-06-04,18,0,4,30-013-0001,1,0.0,-0.7549132547660471,2022,6,4,5
447,447,2022-02-13,33,0,2,09-005-0005,1,0.0,-0.7549132547660471,2022,2,13,6
347,347,2022-04-02,34,0,4,55-043-0009,1,0.0,-0.7549132547660471,2022,4,2,5
295,295,2022-05-17,45,0,2,06-099-0005,1,0.0,-0.7549132547660471,2022,5,17,1
412,417,2022-06-03,10,0,4,53-045-0007,1,0.0,-0.7549132547660471,2022,6,3,4
183,183,2022-02-09,22,0,6,37-147-0006,1,0.0,-0.7549132547660471,2022,2,9,2
353,352,2022-07-11,48,0,2,23-031-2002,5,0.8,1.5433472711637828,2022,7,11,0
238,239,2022-07-28,32,0,2,55-063-0012,1,0.0,-0.7549132547660471,2022,7,28,3
141,140,2022-01-10,14,0,3,32-007-0005,1,0.0,-0.7549132547660471,2022,1,10,0
306,306,2022-03-31,58,2,2,53-057-0011,2,0.2,-0.18034812328358962,2022,3,31,3
68,69,2022-05-18,47,0,2,12-071-2002,2,0.2,-0.18034812328358962,2022,5,18,2
121,121,2022-07-21,43,0,4,19-153-0030,2,0.2,-0.18034812328358962,2022,7,21,3
463,463,2022-02-04,31,0,2,48-469-0003,1,0.0,-0.7549132547660471,2022,2,4,4
444,444,2022-05-27,12,0,4,41-065-0007,1,0.0,-0.7549132547660471,2022,5,27,4
217,217,2022-09-29,27,0,6,36-013-0006,1,0.0,-0.7549132547660471,2022,9,29,3
304,304,2022-02-03,23,0,4,17-065-0002,1,0.0,-0.7549132547660471,2022,2,3,3
83,83,2022-01-18,41,0,2,56-021-0100,1,0.0,-0.7549132547660471,2022,1,18,1
239,242,2022-02-02,23,0,4,41-061-0120,2,0.2,-0.18034812328358962,2022,2,2,2
273,273,2022-05-12,45,0,2,33-011-5001,2,0.2,-0.18034812328358962,2022,5,12,3
451,451,2022-08-24,52,2,3,04-019-0001,2,0.2,-0.18034812328358962,2022,8,24,2
147,147,2022-01-07,3,0,3,56-041-0201,2,0.2,-0.18034812328358962,2022,1,7,4
57,57,2022-04-02,16,0,4,53-035-0007,1,0.0,-0.7549132547660471,2022,4,2,5
442,442,2022-02-14,47,0,4,18-167-0018,2,0.2,-0.18034812328358962,2022,2,14,0
419,424,2022-03-15,46,0,4,21-199-0003,1,0.0,-0.7549132547660471,2022,3,15,1
122,122,2022-02-20,53,2,4,26-163-0033,6,1.0000000000000002,2.1179124026462404,2022,2,20,6
400,405,2022-01-10,39,0,2,35-049-0021,1,0.0,-0.7549132547660471,2022,1,10,0
119,119,2022-04-21,21,0,3,35-029-0003,1,0.0,-0.7549132547660471,2022,4,21,3
256,256,2022-06-16,30,0,4,53-003-0004,3,0.4000000000000001,0.39421700819886785,2022,6,16,3
221,221,2022-03-13,42,0,2,42-021-0011,1,0.0,-0.7549132547660471,2022,3,13,6
447,447,2022-04-21,46,0,2,09-005-0005,1,0.0,-0.7549132547660471,2022,4,21,3
354,353,2022-07-26,47,0,4,53-011-0024,2,0.2,-0.18034812328358962,2022,7,26,1
129,129,2022-02-04,43,0,2,08-067-7001,3,0.4000000000000001,0.39421700819886785,2022,2,4,4
274,274,2022-08-14,40,0,2,55-071-0007,1,0.0,-0.7549132547660471,2022,8,14,6
148,148,2022-06-26,43,0,2,18-173-0011,6,1.0000000000000002,2.1179124026462404,2022,6,26,6
282,282,2022-04-23,19,0,4,41-029-2129,4,0.6000000000000001,0.9687821396813253,2022,4,23,5
226,226,2022-03-18,38,0,2,30-029-8001,4,0.6000000000000001,0.9687821396813253,2022,3,18,4
152,152,2022-01-06,28,0,2,38-017-1004,1,0.0,-0.7549132547660471,2022,1,6,3
443,443,2022-04-12,54,2,4,48-037-1031,1,0.0,-0.7549132547660471,2022,4,12,1
374,374,2022-06-20,47,0,2,56-013-0099,4,0.6000000000000001,0.9687821396813253,2022,6,20,0
85,85,2022-05-05,,0,2,06-007-0007,4,0.6000000000000001,0.9687821396813253,2022,5,5,3
386,386,2022-07-15,90,2,2,06-061-0003,5,0.8,1.5433472711637828,2022,7,15,4
451,451,2022-08-15,53,2,6,04-019-0020,2,0.2,-0.18034812328358962,2022,8,15,0
8,8,2022-05-16,84,2,2,35-001-0023,6,1.0000000000000002,2.1179124026462404,2022,5,16,0
423,428,2022-04-08,41,0,2,45-083-0009,2,0.2,-0.18034812328358962,2022,4,8,4
429,387,2022-04-01,37,0,2,27-145-3052,1,0.0,-0.7549132547660471,2022,4,1,4
8,8,2022-01-21,72,2,3,35-001-0029,6,1.0000000000000002,2.1179124026462404,2022,1,21,4
451,451,2022-01-22,37,0,2,04-019-1030,6,1.0000000000000002,2.1179124026462404,2022,1,22,5
45,45,2022-02-17,53,2,4,01-073-1010,6,1.0000000000000002,2.1179124026462404,2022,2,17,3
462,462,2022-06-09,67,2,2,49-047-1002,5,0.8,1.5433472711637828,2022,6,9,3
152,152,2022-07-09,41,0,2,38-017-1004,1,0.0,-0.7549132547660471,2022,7,9,5
291,291,2022-03-26,38,0,2,27-003-1001,6,1.0000000000000002,2.1179124026462404,2022,3,26,5
327,327,2022-08-07,48,0,2,31-055-0019,6,1.0000000000000002,2.1179124026462404,2022,8,7,6
52,52,2022-06-19,28,0,4,25-023-0005,6,1.0000000000000002,2.1179124026462404,2022,6,19,6
407,412,2022-03-21,43,0,2,53-053-0012,6,1.0000000000000002,2.1179124026462404,2022,3,21,0
156,156,2022-01-08,35,0,2,32-019-0006,1,0.0,-0.7549132547660471,2022,1,8,5
53,53,2022-07-29,46,0,2,08-013-0014,2,0.2,-0.18034812328358962,2022,7,29,4
335,335,2022-03-19,14,0,3,12-107-1008,1,0.0,-0.7549132547660471,2022,3,19,5
70,71,2022-02-24,40,0,6,32-510-0020,1,0.0,-0.7549132547660471,2022,2,24,3
402,407,2022-01-02,23,0,2,06-097-0004,4,0.6000000000000001,0.9687821396813253,2022,1,2,6
291,291,2022-05-05,48,0,2,27-003-1001,6,1.0000000000000002,2.1179124026462404,2022,5,5,3
143,143,2022-08-02,18,0,4,42-049-0003,1,0.0,-0.7549132547660471,2022,8,2,1
423,428,2022-09-20,44,0,4,45-083-0011,1,0.0,-0.7549132547660471,2022,9,20,1
62,62,2022-08-11,32,0,2,36-029-0002,4,0.6000000000000001,0.9687821396813253,2022,8,11,3
449,449,2022-04-23,40,0,2,34-021-9991,3,0.4000000000000001,0.39421700819886785,2022,4,23,5
305,305,2022-08-06,34,0,2,39-083-0003,1,0.0,-0.7549132547660471,2022,8,6,5
213,213,2022-08-19,34,0,2,28-049-0020,2,0.2,-0.18034812328358962,2022,8,19,4
98,98,2022-06-15,57,2,4,45-063-0008,5,0.8,1.5433472711637828,2022,6,15,2
476,476,2022-06-16,42,0,2,46-029-0002,1,0.0,-0.7549132547660471,2022,6,16,3
5,5,2022-08-23,32,0,4,13-095-0007,1,0.0,-0.7549132547660471,2022,8,23,1
424,429,2022-05-08,39,0,2,53-063-0046,6,1.0000000000000002,2.1179124026462404,2022,5,8,6
108,108,2022-04-06,32,0,4,06-015-0007,1,0.0,-0.7549132547660471,2022,4,6,2
160,160,2022-05-10,61,2,2,55-039-0006,1,0.0,-0.7549132547660471,2022,5,10,1
169,169,2022-03-06,58,2,4,13-139-0003,1,0.0,-0.7549132547660471,2022,3,6,6
469,469,2022-01-20,34,0,2,18-169-9991,1,0.0,-0.7549132547660471,2022,1,20,3
295,295,2022-05-30,41,0,2,06-099-0005,1,0.0,-0.7549132547660471,2022,5,30,0
424,429,2022-02-07,44,0,4,53-065-0005,6,1.0000000000000002,2.1179124026462404,2022,2,7,0
113,113,2022-05-23,56,2,4,01-003-0010,1,0.0,-0.7549132547660471,2022,5,23,0
237,237,2022-08-03,30,0,4,18-067-0004,1,0.0,-0.7549132547660471,2022,8,3,2
382,382,2022-04-23,47,0,2,37-065-0099,1,0.0,-0.7549132547660471,2022,4,23,5
305,305,2022-06-22,100,2,2,39-083-0003,1,0.0,-0.7549132547660471,2022,6,22,2
193,193,2022-06-12,36,0,2,51-165-0003,1,0.0,-0.7549132547660471,2022,6,12,6
32,32,2022-08-04,30,0,2,55-111-0007,1,0.0,-0.7549132547660471,2022,8,4,3
99,99,2022-08-11,32,0,2,13-215-0008,1,0.0,-0.7549132547660471,2022,8,11,3
171,171,2022-07-27,41,0,2,42-001-9991,2,0.2,-0.18034812328358962,2022,7,27,2
373,373,2022-04-11,644,1,3,06-065-0500,6,1.0000000000000002,2.1179124026462404,2022,4,11,0
93,93,2022-02-22,36,0,4,19-045-0019,2,0.2,-0.18034812328358962,2022,2,22,1
152,152,2022-03-25,32,0,6,38-017-1004,1,0.0,-0.7549132547660471,2022,3,25,4
474,473,2022-07-29,45,0,2,11-001-0043,6,1.0000000000000002,2.1179124026462404,2022,7,29,4
163,163,2022-06-28,45,0,2,01-049-9991,2,0.2,-0.18034812328358962,2022,6,28,1
282,282,2022-02-07,53,2,4,41-029-2129,4,0.6000000000000001,0.9687821396813253,2022,2,7,0
233,233,2022-03-14,33,0,4,48-273-0314,1,0.0,-0.7549132547660471,2022,3,14,0
82,82,2022-08-18,53,2,4,13-295-0004,4,0.6000000000000001,0.9687821396813253,2022,8,18,3
263,263,2022-07-22,30,0,2,48-183-0001,1,0.0,-0.7549132547660471,2022,7,22,4
28,28,2022-04-09,58,2,2,48-453-0020,4,0.6000000000000001,0.9687821396813253,2022,4,9,5
223,223,2022-05-03,3,0,4,02-110-0004,1,0.0,-0.7549132547660471,2022,5,3,1
214,214,2022-04-13,18,0,4,47-113-0010,1,0.0,-0.7549132547660471,2022,4,13,2
207,207,2022-03-14,44,0,2,01-089-0014,3,0.4000000000000001,0.39421700819886785,2022,3,14,0
301,301,2022-04-27,49,0,2,47-089-0002,1,0.0,-0.7549132547660471,2022,4,27,2
228,228,2022-01-28,5,0,4,15-007-0007,1,0.0,-0.7549132547660471,2022,1,28,4
207,207,2022-02-09,31,0,4,01-089-0014,2,0.2,-0.18034812328358962,2022,2,9,2
96,96,2022-08-18,84,2,2,08-041-0013,4,0.6000000000000001,0.9687821396813253,2022,8,18,3
39,39,2022-01-04,10,0,4,53-073-0019,1,0.0,-0.7549132547660471,2022,1,4,1
183,183,2022-07-03,36,0,2,37-147-0006,1,0.0,-0.7549132547660471,2022,7,3,6
370,369,2022-06-19,32,0,2,06-089-3003,1,0.0,-0.7549132547660471,2022,6,19,6
340,340,2022-03-30,58,2,2,12-113-0015,3,0.4000000000000001,0.39421700819886785,2022,3,30,2
481,481,2022-01-24,34,0,4,53-007-0010,3,0.4000000000000001,0.39421700819886785,2022,1,24,0
67,68,2022-04-06,39,0,2,39-151-0016,4,0.6000000000000001,0.9687821396813253,2022,4,6,2
33,33,2022-06-29,45,0,2,25-001-0002,1,0.0,-0.7549132547660471,2022,6,29,2
26,26,2022-03-03,97,2,4,13-245-0091,4,0.6000000000000001,0.9687821396813253,2022,3,3,3
69,70,2022-02-11,44,0,2,35-015-0010,2,0.2,-0.18034812328358962,2022,2,11,4
85,85,2022-01-06,30,0,4,06-007-4001,4,0.6000000000000001,0.9687821396813253,2022,1,6,3
147,147,2022-01-19,4,0,3,56-041-0201,2,0.2,-0.18034812328358962,2022,1,19,2
82,82,2022-10-21,51,2,4,47-065-4002,3,0.4000000000000001,0.39421700819886785,2022,10,21,4
82,82,2022-03-13,44,0,2,47-065-1011,4,0.6000000000000001,0.9687821396813253,2022,3,13,6
243,243,2022-05-23,40,0,4,22-019-0008,3,0.4000000000000001,0.39421700819886785,2022,5,23,0
423,428,2022-07-26,31,0,2,45-083-0009,2,0.2,-0.18034812328358962,2022,7,26,1
414,419,2022-07-14,80,2,6,04-017-0119,2,0.2,-0.18034812328358962,2022,7,14,3
373,373,2022-01-21,73,2,3,06-065-0500,6,1.0000000000000002,2.1179124026462404,2022,1,21,4
20,20,2022-05-30,50,0,2,39-007-1001,1,0.0,-0.7549132547660471,2022,5,30,0
281,281,2022-04-11,62,2,4,48-215-1046,2,0.2,-0.18034812328358962,2022,4,11,0
442,442,2022-07-21,57,2,6,18-167-0018,2,0.2,-0.18034812328358962,2022,7,21,3
391,396,2022-07-11,77,2,2,49-035-3010,6,1.0000000000000002,2.1179124026462404,2022,7,11,0
23,23,2022-02-13,31,0,4,13-059-0002,1,0.0,-0.7549132547660471,2022,2,13,6
169,169,2022-08-15,53,2,4,13-139-0003,1,0.0,-0.7549132547660471,2022,8,15,0
486,486,2022-05-31,38,0,2,37-129-0002,1,0.0,-0.7549132547660471,2022,5,31,1
480,480,2022-08-14,39,0,4,39-081-0017,1,0.0,-0.7549132547660471,2022,8,14,6
213,213,2022-02-10,,2,4,28-049-0021,2,0.2,-0.18034812328358962,2022,2,10,3
77,77,2022-06-14,80,2,4,17-019-1001,2,0.2,-0.18034812328358962,2022,6,14,1
11,11,2022-05-05,42,0,2,42-013-0801,1,0.0,-0.7549132547660471,2022,5,5,3
356,356,2022-04-20,44,0,2,04-025-8034,1,0.0,-0.7549132547660471,2022,4,20,2
149,149,2022-02-25,75,2,4,02-090-0034,3,0.4000000000000001,0.39421700819886785,2022,2,25,4
134,134,2022-01-03,54,2,4,55-035-0014,1,0.0,-0.7549132547660471,2022,1,3,0
320,320,2022-01-12,41,0,2,12-081-4012,6,1.0000000000000002,2.1179124026462404,2022,1,12,2
348,348,2022-02-13,62,2,4,16-005-0015,1,0.0,-0.7549132547660471,2022,2,13,6
241,240,2022-07-20,37,0,4,22-055-0007,2,0.2,-0.18034812328358962,2022,7,20,2
411,416,2022-09-29,31,0,2,55-117-0006,2,0.2,-0.18034812328358962,2022,9,29,3
290,290,2022-02-28,58,2,4,55-133-0027,4,0.6000000000000001,0.9687821396813253,2022,2,28,0
492,492,2022-08-13,,0,4,42-133-0008,1,0.0,-0.7549132547660471,2022,8,13,5
4,4,2022-09-08,30,0,4,39-153-0017,3,0.4000000000000001,0.39421700819886785,2022,9,8,3
257,257,2022-01-22,56,2,4,23-001-0011,1,0.0,-0.7549132547660471,2022,1,22,5
242,241,2022-05-25,30,0,6,18-015-0002,2,0.2,-0.18034812328358962,2022,5,25,2
264,264,2022-03-23,6,0,4,53-015-0015,1,0.0,-0.7549132547660471,2022,3,23,2
430,388,2022-06-24,67,2,6,49-053-0007,2,0.2,-0.18034812328358962,2022,6,24,4
394,400,2022-01-06,33,0,4,06-001-0012,6,1.0000000000000002,2.1179124026462404,2022,1,6,3
294,294,2022-02-17,31,0,4,01-097-0003,1,0.0,-0.7549132547660471,2022,2,17,3
223,223,2022-06-09,12,0,4,02-110-0004,1,0.0,-0.7549132547660471,2022,6,9,3
182,182,2022-08-12,34,0,2,37-081-0013,2,0.2,-0.18034812328358962,2022,8,12,4
66,66,2022-04-24,48,0,6,24-019-9991,2,0.2,-0.18034812328358962,2022,4,24,6
182,182,2022-06-29,54,2,2,37-157-0099,2,0.2,-0.18034812328358962,2022,6,29,2
74,74,2022-09-06,45,0,4,19-113-0040,2,0.2,-0.18034812328358962,2022,9,6,1
175,175,2022-07-22,67,2,2,08-077-0020,2,0.2,-0.18034812328358962,2022,7,22,4
253,253,2022-05-14,35,0,4,47-099-0003,1,0.0,-0.7549132547660471,2022,5,14,5
280,280,2022-02-17,21,0,4,40-121-0415,1,0.0,-0.7549132547660471,2022,2,17,3
237,237,2022-03-06,34,0,2,18-067-0004,1,0.0,-0.7549132547660471,2022,3,6,6
355,355,2022-01-27,12,0,3,39-145-0021,3,0.4000000000000001,0.39421700819886785,2022,1,27,3
174,174,2022-07-15,38,0,4,31-079-0005,1,0.0,-0.7549132547660471,2022,7,15,4
91,91,2022-01-15,21,0,4,28-011-0002,1,0.0,-0.7549132547660471,2022,1,15,5
72,67,2022-02-16,18,0,3,08-043-0003,1,0.0,-0.7549132547660471,2022,2,16,2
394,400,2022-05-17,53,2,4,06-013-1004,6,1.0000000000000002,2.1179124026462404,2022,5,17,1
105,105,2022-07-31,33,0,4,48-355-0032,4,0.6000000000000001,0.9687821396813253,2022,7,31,6
394,400,2022-06-11,27,0,2,06-013-1004,6,1.0000000000000002,2.1179124026462404,2022,6,11,5
364,364,2022-04-26,32,0,6,55-101-0020,1,0.0,-0.7549132547660471,2022,4,26,1
114,114,2022-08-04,44,0,2,19-163-0015,4,0.6000000000000001,0.9687821396813253,2022,8,4,3
254,254,2022-09-29,74,2,6,40-031-0651,1,0.0,-0.7549132547660471,2022,9,29,3
153,153,2022-07-10,74,2,2,35-045-0018,5,0.8,1.5433472711637828,2022,7,10,6
260,260,2022-04-18,41,0,2,31-109-0016,1,0.0,-0.7549132547660471,2022,4,18,0
368,368,2022-04-27,58,2,2,06-103-0004,2,0.2,-0.18034812328358962,2022,4,27,2
152,152,2022-01-12,52,2,4,38-017-1004,1,0.0,-0.7549132547660471,2022,1,12,2
108,108,2022-01-26,23,0,4,06-015-0007,1,0.0,-0.7549132547660471,2022,1,26,2
471,471,2022-03-27,30,0,2,53-013-9991,4,0.6000000000000001,0.9687821396813253,2022,3,27,6
146,146,2022-08-10,17,0,2,06-023-1004,1,0.0,-0.7549132547660471,2022,8,10,2
227,227,2022-06-12,54,2,4,20-209-0021,6,1.0000000000000002,2.1179124026462404,2022,6,12,6
149,149,2022-06-08,29,0,3,02-090-0034,3,0.4000000000000001,0.39421700819886785,2022,6,8,2
436,436,2022-03-02,40,0,4,06-077-2010,3,0.4000000000000001,0.39421700819886785,2022,3,2,2
197,197,2022-05-09,36,0,2,41-059-1003,2,0.2,-0.18034812328358962,2022,5,9,0
184,184,2022-02-27,30,0,4,45-045-0015,2,0.2,-0.18034812328358962,2022,2,27,6
392,397,2022-01-14,56,2,4,48-029-0677,6,1.0000000000000002,2.1179124026462404,2022,1,14,4
248,248,2022-06-12,46,0,2,26-037-0002,2,0.2,-0.18034812328358962,2022,6,12,6
415,420,2022-01-21,,0,2,22-017-0001,2,0.2,-0.18034812328358962,2022,1,21,4
176,176,2022-03-27,36,0,2,26-081-0022,3,0.4000000000000001,0.39421700819886785,2022,3,27,6
321,321,2022-03-20,28,0,2,09-011-0124,1,0.0,-0.7549132547660471,2022,3,20,6
176,176,2022-04-03,44,0,4,26-139-0005,3,0.4000000000000001,0.39421700819886785,2022,4,3,6
20,20,2022-04-25,36,0,6,39-007-1001,1,0.0,-0.7549132547660471,2022,4,25,0
209,209,2022-05-29,42,0,6,42-063-0004,1,0.0,-0.7549132547660471,2022,5,29,6
100,100,2022-04-11,40,0,2,18-005-0007,2,0.2,-0.18034812328358962,2022,4,11,0
399,404,2022-02-08,41,0,4,06-087-0007,2,0.2,-0.18034812328358962,2022,2,8,1
412,417,2022-07-04,29,0,4,53-045-0007,1,0.0,-0.7549132547660471,2022,7,4,0
482,482,2022-02-11,65,2,4,54-051-1002,2,0.2,-0.18034812328358962,2022,2,11,4
213,213,2022-01-09,33,0,4,28-049-0020,2,0.2,-0.18034812328358962,2022,1,9,6
437,437,2022-03-02,49,0,2,13-055-0001,1,0.0,-0.7549132547660471,2022,3,2,2
46,46,2022-03-02,60,2,4,06-027-1023,6,1.0000000000000002,2.1179124026462404,2022,3,2,2
131,131,2022-03-23,12,0,4,47-045-0004,1,0.0,-0.7549132547660471,2022,3,23,2
120,120,2022-03-17,66,2,1,08-031-0027,6,1.0000000000000002,2.1179124026462404,2022,3,17,3
372,372,2022-01-16,29,0,2,51-087-0014,3,0.4000000000000001,0.39421700819886785,2022,1,16,6
312,312,2022-07-07,54,2,4,47-037-0023,4,0.6000000000000001,0.9687821396813253,2022,7,7,3
471,471,2022-08-11,34,0,2,53-013-9991,1,0.0,-0.7549132547660471,2022,8,11,3
283,283,2022-09-18,53,2,4,28-033-0002,2,0.2,-0.18034812328358962,2022,9,18,6
413,418,2022-05-20,38,0,2,56-033-0004,2,0.2,-0.18034812328358962,2022,5,20,4
476,476,2022-06-23,87,2,2,46-029-0002,1,0.0,-0.7549132547660471,2022,6,23,3
216,216,2022-01-06,53,2,4,12-031-0108,6,1.0000000000000002,2.1179124026462404,2022,1,6,3
80,80,2022-04-06,44,0,6,37-159-0021,6,1.0000000000000002,2.1179124026462404,2022,4,6,2
178,178,2022-02-28,6,0,4,30-013-0001,1,0.0,-0.7549132547660471,2022,2,28,0
168,168,2022-06-22,47,0,2,12-001-3012,1,0.0,-0.7549132547660471,2022,6,22,2
357,357,2022-05-19,43,0,2,49-007-1003,1,0.0,-0.7549132547660471,2022,5,19,3
404,409,2022-03-15,45,0,2,42-015-0011,1,0.0,-0.7549132547660471,2022,3,15,1
489,489,2022-01-24,51,2,4,37-067-0030,3,0.4000000000000001,0.39421700819886785,2022,1,24,0
105,105,2022-05-10,49,0,4,48-355-0032,4,0.6000000000000001,0.9687821396813253,2022,5,10,1
141,140,2022-05-20,10,0,3,32-007-0005,1,0.0,-0.7549132547660471,2022,5,20,4
183,183,2022-05-29,,0,2,37-147-0006,1,0.0,-0.7549132547660471,2022,5,29,6
155,155,2022-03-09,43,0,2,05-143-0006,2,0.2,-0.18034812328358962,2022,3,9,2
148,148,2022-03-19,29,0,2,18-163-0013,6,1.0000000000000002,2.1179124026462404,2022,3,19,5
482,482,2022-03-31,47,0,4,54-051-1002,3,0.4000000000000001,0.39421700819886785,2022,3,31,3
157,157,2022-07-01,41,0,2,04-005-8001,2,0.2,-0.18034812328358962,2022,7,1,4
237,237,2022-06-14,66,2,4,18-067-0004,1,0.0,-0.7549132547660471,2022,6,14,1
296,296,2022-05-25,43,0,2,22-073-0004,1,0.0,-0.7549132547660471,2022,5,25,2
375,376,2022-03-06,36,0,4,37-131-0003,1,0.0,-0.7549132547660471,2022,3,6,6
129,129,2022-04-08,46,0,2,08-067-7001,3,0.4000000000000001,0.39421700819886785,2022,4,8,4
380,379,2022-05-09,42,0,2,17-201-2001,2,0.2,-0.18034812328358962,2022,5,9,0
168,168,2022-03-22,51,2,2,12-001-3012,1,0.0,-0.7549132547660471,2022,3,22,1
211,211,2022-01-21,53,2,4,19-103-2001,1,0.0,-0.7549132547660471,2022,1,21,4
210,210,2022-06-08,44,0,2,18-097-0078,6,1.0000000000000002,2.1179124026462404,2022,6,8,2
249,249,2022-06-07,77,2,2,56-001-9991,6,1.0000000000000002,2.1179124026462404,2022,6,7,1
13,13,2022-05-18,49,0,2,13-261-1001,1,0.0,-0.7549132547660471,2022,5,18,2
293,293,2022-03-02,70,2,4,30-063-0038,3,0.4000000000000001,0.39421700819886785,2022,3,2,2
200,200,2022-05-03,54,2,2,35-025-0008,1,0.0,-0.7549132547660471,2022,5,3,1
404,409,2022-05-02,36,0,2,42-015-0011,1,0.0,-0.7549132547660471,2022,5,2,0
195,195,2022-07-13,34,0,4,28-035-0004,1,0.0,-0.7549132547660471,2022,7,13,2
169,169,2022-02-19,20,0,4,13-139-0003,1,0.0,-0.7549132547660471,2022,2,19,5
225,225,2022-01-13,78,2,4,26-077-0008,1,0.0,-0.7549132547660471,2022,1,13,3
64,64,2022-06-15,9,0,3,30-093-0005,1,0.0,-0.7549132547660471,2022,6,15,2
270,270,2022-09-07,37,0,2,13-021-0012,1,0.0,-0.7549132547660471,2022,9,7,2
205,205,2022-05-19,64,2,2,48-339-0078,6,1.0000000000000002,2.1179124026462404,2022,5,19,3
302,302,2022-03-22,0,0,4,16-057-0005,1,0.0,-0.7549132547660471,2022,3,22,1
77,77,2022-01-17,45,0,6,17-019-1001,2,0.2,-0.18034812328358962,2022,1,17,0
360,360,2022-03-28,37,0,2,49-049-4001,2,0.2,-0.18034812328358962,2022,3,28,0
319,319,2022-03-16,44,0,3,04-023-0004,1,0.0,-0.7549132547660471,2022,3,16,2
8,8,2022-04-05,52,2,3,35-001-1013,6,1.0000000000000002,2.1179124026462404,2022,4,5,1
211,211,2022-03-17,46,0,4,19-103-2001,1,0.0,-0.7549132547660471,2022,3,17,3
8,8,2022-02-26,46,0,2,35-001-1012,6,1.0000000000000002,2.1179124026462404,2022,2,26,5
359,359,2022-01-22,40,0,4,44-007-1010,6,1.0000000000000002,2.1179124026462404,2022,1,22,5
404,409,2022-08-14,20,0,4,42-015-0011,1,0.0,-0.7549132547660471,2022,8,14,6
456,456,2022-08-24,26,0,2,48-423-0007,1,0.0,-0.7549132547660471,2022,8,24,2
232,232,2022-01-16,22,0,4,47-163-1007,1,0.0,-0.7549132547660471,2022,1,16,6
114,114,2022-09-06,37,0,2,17-161-3002,4,0.6000000000000001,0.9687821396813253,2022,9,6,1
169,169,2022-01-24,52,2,6,13-139-0003,1,0.0,-0.7549132547660471,2022,1,24,0
174,174,2022-09-01,26,0,4,31-079-0005,1,0.0,-0.7549132547660471,2022,9,1,3
264,264,2022-03-17,22,0,4,53-015-0015,1,0.0,-0.7549132547660471,2022,3,17,3
373,373,2022-08-13,19,0,3,06-065-1999,1,0.0,-0.7549132547660471,2022,8,13,5
71,72,2022-04-17,46,0,2,56-025-0100,2,0.2,-0.18034812328358962,2022,4,17,6
457,457,2022-04-03,40,0,2,15-003-1004,3,0.4000000000000001,0.39421700819886785,2022,4,3,6
235,235,2022-02-28,19,0,4,41-035-0004,1,0.0,-0.7549132547660471,2022,2,28,0
423,428,2022-02-06,32,0,4,45-083-0011,1,0.0,-0.7549132547660471,2022,2,6,6
65,65,2022-08-08,27,0,6,26-165-9991,1,0.0,-0.7549132547660471,2022,8,8,0
458,458,2022-02-21,33,0,4,36-065-2001,1,0.0,-0.7549132547660471,2022,2,21,0
45,45,2022-06-28,71,2,2,01-073-1005,6,1.0000000000000002,2.1179124026462404,2022,6,28,1
240,238,2022-05-12,41,0,2,33-001-2004,1,0.0,-0.7549132547660471,2022,5,12,3
196,196,2022-05-31,42,0,2,30-049-0004,2,0.2,-0.18034812328358962,2022,5,31,1
425,430,2022-02-02,31,0,4,17-167-0012,1,0.0,-0.7549132547660471,2022,2,2,2
464,464,2022-02-17,31,0,2,18-083-9991,1,0.0,-0.7549132547660471,2022,2,17,3
